user_id,session_id,turn_index,timestamp,channel,modality,persona,utterance,true_intent,predicted_intent,confidence,is_fallback,is_correct,response_time_ms,time_to_first_response_ms,csat,frustrated_signal
Uf3d1162c,Sf9ba70a9bc,1,2026-09-01T11:21:58,mobile_app,text,transit,Where do I pick up my luggage?,baggage_claim,baggage_claim,0.574,False,True,799,433,4,False
Uf3d1162c,Sf9ba70a9bc,2,2026-09-01T11:22:37,mobile_app,image,transit,Where do I go through passport control?,immigration,customs,0.517,False,False,4144,1785,2,False
Uf3d1162c,Sf9ba70a9bc,3,2026-09-01T11:24:05,mobile_app,voice,transit,Where can I take a shower? this is useless,shower_facility,shower_facility,0.666,False,True,1921,726,4,True
Ub84565c4,Sec4c3f31c7,0,2026-09-03T08:25:00,kiosk,image,business,Is there a baggage wrapping service?,baggage_wrapping,check_in,0.494,False,False,1593,593,2,False
Ub84565c4,Sec4c3f31c7,1,2026-09-03T08:26:27,kiosk,image,business,Is my flight delayed?,flight_status,flight_status,0.783,False,True,1184,483,5,False
Ub84565c4,Sec4c3f31c7,2,2026-09-03T08:27:46,kiosk,voice,business,Where is the transfer desk for connecting passengers?,transfer_desk,fallback,0.43,True,False,3211,1705,1,False
U46fc6202,S882d3b5fb8,0,2026-08-29T22:44:00,mobile_app,text,first_time,Where is the nearest information desk?,information_desk,information_desk,0.83,False,True,866,360,5,False
U46fc6202,S0e60c3688d,0,2026-09-02T17:46:00,kiosk,image,first_time,Where is the transfer desk for connecting passengers?,transfer_desk,check_in,0.531,False,False,956,459,2,False
U46fc6202,S0e60c3688d,1,2026-09-02T17:47:11,kiosk,text,first_time,Where is security control?,security,security,0.795,False,True,1044,399,5,False
U46fc6202,S0e60c3688d,2,2026-09-02T17:47:23,kiosk,text,first_time,Is there a currency exchange counter near departures?,currency_exchange,currency_exchange,0.913,False,True,429,177,5,False
U46fc6202,S0e60c3688d,3,2026-09-02T17:48:17,kiosk,text,first_time,Where can I exchange money?,currency_exchange,currency_exchange,0.99,False,True,784,420,4,False
U46fc6202,S04cd0d21cb,0,2026-09-07T03:03:00,web,text,first_time,Where can I take a shower?,shower_facility,shower_facility,0.864,False,True,760,367,5,False
U46fc6202,S04cd0d21cb,1,2026-09-07T03:03:32,web,text,first_time,Where is the check in desk for international flights?,check_in,check_in,0.931,False,True,427,231,4,False
U4ad6e22d,S63cd2d2070,0,2026-08-26T10:50:00,web,text,first_time,Do I need to declare anything at customs?,customs,baggage_claim,0.93,False,False,1444,654,2,False
U4ad6e22d,S63cd2d2070,1,2026-08-26T10:51:29,web,text,first_time,Where is gate C3?,find_gate,find_gate,0.7,False,True,553,255,5,False
U4ad6e22d,S63cd2d2070,2,2026-08-26T10:52:27,web,text,first_time,Where can I find an ATM?,atm,atm,0.99,False,True,988,419,5,False
U4ad6e22d,S63cd2d2070,3,2026-08-26T10:53:03,web,text,first_time,still Where can I exchange money? seriously?,currency_exchange,currency_exchange,0.859,False,True,320,132,4,True
U18c54f68,S9e7a7f92fe,0,2026-09-05T07:46:00,in_terminal_wifi,text,business,Where is gate B12?,find_gate,find_gate,0.564,False,True,776,383,4,False
U18c54f68,S9e7a7f92fe,1,2026-09-05T07:46:18,in_terminal_wifi,image,business,"I need special assistance, I use a wheelchair.",special_assistance,special_assistance,0.695,False,True,2157,877,4,False
U18c54f68,S9e7a7f92fe,2,2026-09-05T07:47:43,in_terminal_wifi,text,business,Where can I refill my water bottle?,water_fountain,restaurant,0.523,False,False,674,349,2,False
U28fad675,Sbf8a9baf6b,0,2026-09-03T21:05:00,web,text,family,Is there a family room for changing my baby?,family_room,family_room,0.77,False,True,824,377,5,False
U28fad675,Sbf8a9baf6b,1,2026-09-03T21:05:24,web,text,family,Where is the nearest restroom?,restroom,restroom,0.941,False,True,863,460,5,False
U28fad675,S8c19915f5b,0,2026-08-31T15:43:00,mobile_app,text,family,Where can I eat before my flight?,restaurant,restaurant,0.796,False,True,525,205,4,False
U28fad675,S8c19915f5b,1,2026-08-31T15:43:52,mobile_app,image,family,"I've lost my child, who do I contact?",lost_child,fallback,0.447,True,False,2010,781,1,False
U28fad675,S8c19915f5b,2,2026-08-31T15:44:10,mobile_app,text,family,Which bus goes to the city centre?,bus_stop,uber_pickup,0.99,False,False,812,379,2,False
U28fad675,S8c19915f5b,3,2026-08-31T15:45:00,mobile_app,text,family,Is there a family room for changing my baby?,family_room,family_room,0.862,False,True,1105,571,5,False
U28fad675,S3ce4fe2173,0,2026-08-25T13:10:00,web,text,family,How do I get to baggage claim?,baggage_claim,baggage_claim,0.789,False,True,565,326,4,False
U28fad675,S3ce4fe2173,1,2026-08-25T13:10:54,web,text,family,Where is the shuttle bus stop?,transport,transport,0.67,False,True,364,136,5,False
U28fad675,S3ce4fe2173,2,2026-08-25T13:11:42,web,text,family,Is there a play area for children?,kids_play_area,family_room,0.888,False,False,830,372,2,False
U28fad675,Sce9d6658c0,0,2026-08-31T01:19:00,web,image,family,Is there a family room for changing my baby?,family_room,family_room,0.561,False,True,1332,650,5,False
U28fad675,Sce9d6658c0,1,2026-08-31T01:19:43,web,text,family,Is there a family room for changing my baby?,family_room,family_room,0.793,False,True,380,191,5,False
U28fad675,Sce9d6658c0,2,2026-08-31T01:21:11,web,text,family,Where can I eat before my flight?,restaurant,restaurant,0.707,False,True,624,309,5,False
U28fad675,S5cc9c6362c,0,2026-08-30T03:45:00,web,image,family,"I need special assistance, I use a wheelchair.",special_assistance,fallback,0.272,True,False,2597,952,1,False
U28fad675,S5cc9c6362c,1,2026-08-30T03:46:16,web,text,family,"I see an unattended bag, who do I report it to?",unattended_baggage,police_desk,0.522,False,False,957,433,2,False
U28fad675,S5cc9c6362c,2,2026-08-30T03:47:20,web,voice,family,as I said Where is the nearest restroom? hello?? are you there,restroom,restroom,0.632,False,True,1059,552,4,True
U28fad675,S5cc9c6362c,3,2026-08-30T03:48:13,web,text,family,Where do I pick up my luggage?,baggage_claim,baggage_claim,0.907,False,True,454,214,5,False
U28fad675,S5cc9c6362c,4,2026-08-30T03:48:38,web,text,family,Where is the check in desk for international flights?,check_in,baggage_drop,0.555,False,False,1212,722,3,False
Uff42e585,Sd0dda55108,0,2026-08-28T18:25:00,mobile_app,voice,leisure,Where is the nearest restroom?,restroom,restroom,0.846,False,True,993,358,4,False
Uff42e585,Sd0dda55108,1,2026-08-28T18:25:39,mobile_app,text,leisure,Where is the nearest information desk?,information_desk,information_desk,0.887,False,True,681,287,5,False
Uff42e585,Sd0dda55108,2,2026-08-28T18:26:37,mobile_app,voice,leisure,Is there a rest area or sleep pods?,sleeping_area,sleeping_area,0.744,False,True,2009,1027,5,False
Uff42e585,Sd0dda55108,3,2026-08-28T18:26:56,mobile_app,text,leisure,Is there a restaurant open now near gate B12?,restaurant,restaurant,0.744,False,True,709,328,5,False
Uff42e585,Sd0dda55108,4,2026-08-28T18:27:29,mobile_app,text,leisure,Where can I find shops in the terminal?,shopping,shopping,0.742,False,True,1155,534,5,False
U04c5d7ec,S6f715c8bce,0,2026-09-05T21:39:00,mobile_app,text,business,How do I connect to the airport Wi-Fi?,wifi,wifi,0.67,False,True,1105,400,5,False
U04c5d7ec,S6f715c8bce,1,2026-09-05T21:39:47,mobile_app,voice,business,Where is gate C3?,find_gate,find_gate,0.922,False,True,3343,1173,4,False
U04c5d7ec,S6f715c8bce,2,2026-09-05T21:40:27,mobile_app,text,business,Is there a left luggage facility?,bag_storage,bag_storage,0.602,False,True,739,334,4,False
U04c5d7ec,S6f715c8bce,3,2026-09-05T21:40:45,mobile_app,text,business,Where can I pray at the airport?,prayer_room,prayer_room,0.748,False,True,398,144,4,False
U1acb4e07,S7333c568c4,0,2026-08-26T02:36:00,mobile_app,text,leisure,"I have a connecting flight, where do I go?",transit_connection,transfer_desk,0.464,False,False,487,242,2,False
U1acb4e07,S7333c568c4,1,2026-08-26T02:37:19,mobile_app,text,leisure,"I need to check in for my flight, where do I go?",check_in,check_in,0.576,False,True,499,269,5,False
U1acb4e07,S7333c568c4,2,2026-08-26T02:38:37,mobile_app,text,leisure,Where is the baggage drop counter?,baggage_drop,baggage_drop,0.687,False,True,598,240,5,False
U1acb4e07,S7333c568c4,3,2026-08-26T02:38:52,mobile_app,voice,leisure,Where can I rent a car?,car_rental,information_desk,0.516,False,False,773,462,2,False
Ud1134cdb,Sc0033c8c95,0,2026-09-06T01:31:00,web,text,transit,"again I've lost my child, who do I contact?",lost_child,fallback,0.404,True,False,726,329,1,True
Ud1134cdb,Sc0033c8c95,1,2026-09-06T01:31:13,web,text,transit,Where is gate B12?,find_gate,find_gate,0.98,False,True,666,244,4,False
Ud1134cdb,Sc0033c8c95,2,2026-09-06T01:31:59,web,text,transit,Where do I go through passport control?,immigration,immigration,0.732,False,True,750,435,5,False
Ud1134cdb,Sc0033c8c95,3,2026-09-06T01:33:08,web,text,transit,"I have a connecting flight, where do I go?",transit_connection,transit_connection,0.763,False,True,372,213,5,False
Ud1134cdb,Sc0033c8c95,4,2026-09-06T01:34:15,web,text,transit,"I need special assistance, I use a wheelchair.",special_assistance,medical_assistance,0.539,False,False,378,216,2,False
Ud1134cdb,S20b736faed,0,2026-09-07T05:21:00,mobile_app,voice,transit,Where can I refill my water bottle?,water_fountain,water_fountain,0.576,False,True,1117,478,5,False
Ud1134cdb,S79b8a62796,0,2026-08-28T16:28:00,mobile_app,text,transit,Where is the transfer desk for connecting passengers?,transfer_desk,transit_connection,0.476,False,False,710,334,2,False
Ud1134cdb,Sf4828e1757,0,2026-09-02T04:55:00,mobile_app,voice,transit,Is there a lounge near terminal 2?,lounge,lounge,0.911,False,True,2852,1614,5,False
Ud1134cdb,Sf4828e1757,1,2026-09-02T04:55:22,mobile_app,image,transit,Where can I find an ATM?,atm,atm,0.807,False,True,1518,822,4,False
Ud1134cdb,Sf4828e1757,2,2026-09-02T04:56:09,mobile_app,voice,transit,Where do I pick up my luggage?,baggage_claim,baggage_claim,0.707,False,True,1361,516,4,False
Ud1134cdb,Sf4828e1757,3,2026-09-02T04:56:36,mobile_app,text,transit,Is there a USB charging point near the gates?,charging_station,wifi,0.937,False,False,563,329,2,False
U1ab9963b,Sfed4a2956d,0,2026-08-30T22:28:00,mobile_app,text,leisure,"I need special assistance, I use a wheelchair.",special_assistance,special_assistance,0.559,False,True,900,448,5,False
U1ab9963b,Sfed4a2956d,1,2026-08-30T22:29:05,mobile_app,text,leisure,Where do I check in oversized luggage?,oversized_baggage,oversized_baggage,0.628,False,True,444,170,5,False
U1ab9963b,Sfed4a2956d,2,2026-08-30T22:30:12,mobile_app,text,leisure,What time does boarding start for my flight?,boarding_time,boarding_time,0.686,False,True,883,506,5,False
U1ab9963b,Sfed4a2956d,3,2026-08-30T22:30:53,mobile_app,text,leisure,"I need special assistance, I use a wheelchair.",special_assistance,medical_assistance,0.495,False,False,449,210,2,False
U706f6a98,Sd3bac029f0,0,2026-09-02T08:25:00,web,text,first_time,Where can I find shops in the terminal?,shopping,shopping,0.74,False,True,1153,561,4,False
U706f6a98,Sd3bac029f0,1,2026-09-02T08:26:09,web,text,first_time,Can I buy perfume after security?,duty_free,duty_free,0.906,False,True,417,202,5,False
U706f6a98,Sd3bac029f0,2,2026-09-02T08:26:47,web,text,first_time,Where is the check in desk for international flights?,check_in,check_in,0.807,False,True,423,234,4,False
U706f6a98,Sd3bac029f0,3,2026-09-02T08:27:17,web,text,first_time,Do I need to declare anything at customs?,customs,customs,0.855,False,True,681,275,5,False
U7d799ad4,Se7f96940be,0,2026-09-04T05:48:00,web,text,leisure,Where is the nearest information desk?,information_desk,information_desk,0.874,False,True,908,498,4,False
U7d799ad4,Se7f96940be,1,2026-09-04T05:48:46,web,image,leisure,Where is the transfer desk for connecting passengers?,transfer_desk,check_in,0.456,False,False,625,351,2,False
U7d799ad4,Se7f96940be,2,2026-09-04T05:49:01,web,text,leisure,again Is there a family room for changing my baby? hello?? are you there,family_room,family_room,0.805,False,True,577,257,4,True
U7d799ad4,Se7f96940be,3,2026-09-04T05:49:57,web,text,leisure,Can you tell me how to get to gate A5?,find_gate,find_gate,0.85,False,True,871,450,5,False
U7d799ad4,Sb8ee69caed,0,2026-08-28T04:56:00,web,text,leisure,Where do I go through passport control?,immigration,immigration,0.6,False,True,728,424,5,False
U7d799ad4,Sb8ee69caed,1,2026-08-28T04:57:27,web,text,leisure,"I need to check in for my flight, where do I go?",check_in,check_in,0.705,False,True,777,273,5,False
U7d799ad4,Sb8ee69caed,2,2026-08-28T04:58:38,web,text,leisure,Where can I find shops in the terminal?,shopping,shopping,0.697,False,True,732,323,5,False
U7d799ad4,Sb8ee69caed,3,2026-08-28T05:00:00,web,text,leisure,Where is gate C3?,find_gate,find_gate,0.852,False,True,1064,446,4,False
U7d799ad4,Sb8ee69caed,4,2026-08-28T05:01:14,web,image,leisure,What time does boarding start for my flight?,boarding_time,boarding_time,0.895,False,True,1650,830,4,False
U7d799ad4,Sb8ee69caed,5,2026-08-28T05:02:05,web,text,leisure,Where do I go through passport control?,immigration,visa_on_arrival,0.511,False,False,1348,569,2,False
U7d799ad4,Sb8ee69caed,6,2026-08-28T05:02:17,web,text,leisure,Where can I eat before my flight?,restaurant,restaurant,0.75,False,True,1311,554,4,False
U7d799ad4,Sb8ee69caed,7,2026-08-28T05:03:44,web,text,leisure,Where do I drop off my checked bag?,baggage_drop,baggage_drop,0.742,False,True,711,298,5,False
U7d799ad4,Sad61f0cd74,0,2026-08-27T23:47:00,mobile_app,text,leisure,Where are the self check-in kiosks?,self_checkin_kiosk,self_checkin_kiosk,0.656,False,True,672,400,5,False
U7d799ad4,Sad61f0cd74,1,2026-08-27T23:47:26,mobile_app,voice,leisure,Where can I get a luggage trolley?,luggage_trolley,luggage_trolley,0.595,False,True,993,399,4,False
U7d799ad4,Sad61f0cd74,2,2026-08-27T23:48:18,mobile_app,text,leisure,What time does boarding start for my flight?,boarding_time,boarding_time,0.883,False,True,579,310,5,False
U7d799ad4,Sad61f0cd74,3,2026-08-27T23:49:34,mobile_app,voice,leisure,Is there a currency exchange counter near departures? seriously?,currency_exchange,currency_exchange,0.688,False,True,1947,701,4,True
U31a0136b,S3b6dbada48,0,2026-09-01T00:58:00,mobile_app,text,family,Where can I pray at the airport?,prayer_room,prayer_room,0.792,False,True,1373,711,4,False
U31a0136b,S3b6dbada48,1,2026-09-01T00:58:32,mobile_app,voice,family,"I lost my bag, where is lost and found?",lost_and_found,lost_child,0.68,False,False,1916,720,2,False
U31a0136b,S3b6dbada48,2,2026-09-01T00:59:37,mobile_app,voice,family,Is there halal food available at the airport?,halal_food,restaurant,0.49,False,False,1793,681,2,False
U31a0136b,S9ec104b3d9,0,2026-09-04T23:51:00,web,image,family,Where do I get a visa on arrival?,visa_on_arrival,customs,0.479,False,False,1040,598,2,False
U2823d807,Sea857fce0c,0,2026-08-29T06:24:00,web,image,transit,Is there a shuttle to nearby hotels?,hotel_shuttle,transport,0.499,False,False,2539,1298,2,False
U2823d807,Sea857fce0c,1,2026-08-29T06:24:21,web,text,transit,"as I said My battery is low, where do I find a socket? you're not helping",charging_station,charging_station,0.934,False,True,1224,666,4,True
U2823d807,Sea857fce0c,2,2026-08-29T06:24:31,web,text,transit,"I have a connecting flight, where do I go?",transit_connection,fallback,0.373,True,False,549,321,1,True
U2823d807,Sea857fce0c,3,2026-08-29T06:25:41,web,text,transit,Is there a play area for children?,kids_play_area,kids_play_area,0.755,False,True,1752,971,5,False
U2823d807,Sea857fce0c,4,2026-08-29T06:26:50,web,text,transit,Where can I charge my phone?,charging_station,charging_station,0.928,False,True,722,349,5,False
U169847f6,S0557a8bbac,0,2026-09-04T11:11:00,kiosk,image,transit,Is there a lounge near terminal 2?,lounge,lounge,0.726,False,True,1043,530,5,False
U169847f6,S0557a8bbac,1,2026-09-04T11:11:32,kiosk,text,transit,Is there somewhere to charge my laptop?,charging_station,charging_station,0.859,False,True,456,232,5,False
U169847f6,S0557a8bbac,2,2026-09-04T11:12:43,kiosk,image,transit,Is there a lounge near terminal 2?,lounge,fallback,0.403,True,False,2695,1216,1,False
Ubf6ed688,S2bd3fb15b9,0,2026-09-04T22:09:00,mobile_app,text,business,"I need special assistance, I use a wheelchair.",special_assistance,special_assistance,0.726,False,True,943,495,5,False
Ubf6ed688,S2bd3fb15b9,1,2026-09-04T22:09:24,mobile_app,voice,business,Can I store my bags somewhere while I wait?,bag_storage,bag_storage,0.742,False,True,2046,1134,5,False
Ubf6ed688,S2bd3fb15b9,2,2026-09-04T22:09:45,mobile_app,voice,business,Which bus goes to the city centre?,bus_stop,bus_stop,0.728,False,True,1504,648,5,False
Ubf6ed688,S2bd3fb15b9,3,2026-09-04T22:11:06,mobile_app,text,business,Where can I get a luggage trolley?,luggage_trolley,baggage_claim,0.53,False,False,671,258,2,False
Ubf6ed688,S2bd3fb15b9,4,2026-09-04T22:12:07,mobile_app,text,business,Is there a USB charging point near the gates? I already asked this,charging_station,charging_station,0.866,False,True,920,323,4,True
Ubf6ed688,S2bd3fb15b9,5,2026-09-04T22:12:37,mobile_app,voice,business,Where can I refill my water bottle?,water_fountain,restaurant,0.504,False,False,1815,692,2,False
Ubf6ed688,S6b375af1a0,0,2026-08-31T12:11:00,web,text,business,"My phone is dead, where can I charge it?",charging_station,information_desk,0.799,False,False,593,353,2,False
Ubf6ed688,S6b375af1a0,1,2026-08-31T12:11:20,web,voice,business,Where is the nearest restroom?,restroom,restroom,0.902,False,True,1580,823,5,False
Ubf6ed688,S6b375af1a0,2,2026-08-31T12:12:28,web,text,business,Where can I relax before my flight in terminal 2?,lounge,information_desk,0.99,False,False,732,419,3,False
Ubf6ed688,Sd2c81c868c,0,2026-09-02T10:10:00,web,image,business,Which bus goes to the city centre?,bus_stop,bus_stop,0.645,False,True,1321,538,4,False
Ubf6ed688,Sd2c81c868c,1,2026-09-02T10:10:22,web,text,business,Is my flight delayed?,flight_status,flight_status,0.801,False,True,363,166,4,False
Ubf6ed688,Sd2c81c868c,2,2026-09-02T10:10:57,web,text,business,Where can I refill my water bottle?,water_fountain,restroom,0.53,False,False,386,154,2,False
Ubf6ed688,Sd2c81c868c,3,2026-09-02T10:11:21,web,text,business,Where is the baggage drop counter?,baggage_drop,baggage_drop,0.809,False,True,868,434,4,False
Ubf6ed688,S56086deafd,0,2026-08-27T23:35:00,mobile_app,text,business,"still I have a connecting flight, where do I go? for the third time,",transit_connection,find_gate,0.637,False,False,535,266,1,True
Ubf6ed688,S56086deafd,1,2026-08-27T23:35:27,mobile_app,image,business,Where do I get a visa on arrival?,visa_on_arrival,fallback,0.389,True,False,2748,1489,1,False
Ubf6ed688,S56086deafd,2,2026-08-27T23:35:39,mobile_app,text,business,"Is there a shuttle to nearby hotels? for the third time,",hotel_shuttle,hotel_shuttle,0.618,False,True,444,188,4,True
Ubf6ed688,S56086deafd,3,2026-08-27T23:37:09,mobile_app,text,business,Do I need a visa to travel to Japan?,out_of_scope,fallback,0.8,True,False,1027,476,1,True
Ubf6ed688,S56086deafd,4,2026-08-27T23:37:34,mobile_app,text,business,Where can I find airport transport?,transport,transport,0.849,False,True,530,229,5,False
Ubf6ed688,S56086deafd,5,2026-08-27T23:37:46,mobile_app,voice,business,Where is gate C3?,find_gate,find_gate,0.869,False,True,1939,717,4,False
Ued4902c1,Sf07b6f3978,0,2026-09-04T16:56:00,in_terminal_wifi,text,business,"I've lost my child, who do I contact?",lost_child,lost_child,0.588,False,True,756,327,4,False
Ued4902c1,Sf07b6f3978,1,2026-09-04T16:57:17,in_terminal_wifi,text,business,Which bus goes to the city centre?,bus_stop,transport,0.967,False,False,618,259,2,False
Ued4902c1,Sf07b6f3978,2,2026-09-04T16:57:33,in_terminal_wifi,text,business,Is my flight delayed?,flight_status,flight_status,0.99,False,True,387,222,4,False
Ued4902c1,Sf07b6f3978,3,2026-09-04T16:58:38,in_terminal_wifi,voice,business,Where is the nearest restroom? you're not helping,restroom,medical_assistance,0.966,False,False,1320,692,2,True
Ued4902c1,Sf07b6f3978,4,2026-09-04T16:59:49,in_terminal_wifi,text,business,"My battery is low, where do I find a socket?",charging_station,lost_child,0.881,False,False,914,421,3,False
Ued4902c1,S1f4e13806e,0,2026-08-25T12:53:00,mobile_app,text,business,Is there a hotel inside the airport?,hotel_airside,sleeping_area,0.494,False,False,589,271,2,False
Ued4902c1,S1f4e13806e,1,2026-08-25T12:53:46,mobile_app,image,business,How much does airport parking cost?,parking,parking,0.706,False,True,2390,1047,5,False
Ued4902c1,S1f4e13806e,2,2026-08-25T12:54:52,mobile_app,voice,business,How do I connect to the airport Wi-Fi?,wifi,wifi,0.723,False,True,2096,1207,5,False
Ued4902c1,S1f4e13806e,3,2026-08-25T12:55:19,mobile_app,text,business,"My phone is dead, where can I charge it?",charging_station,charging_station,0.977,False,True,722,309,5,False
Ued4902c1,S1f4e13806e,4,2026-08-25T12:56:11,mobile_app,text,business,Where can I charge my phone?,charging_station,wifi,0.808,False,False,604,280,2,False
Ued4902c1,S1f4e13806e,5,2026-08-25T12:56:59,mobile_app,image,business,"My phone is dead, where can I charge it?",charging_station,charging_station,0.643,False,True,1189,707,4,False
Ued4902c1,S877fbab179,0,2026-09-05T19:21:00,kiosk,voice,business,Where are the self check-in kiosks?,self_checkin_kiosk,information_desk,0.543,False,False,1461,545,3,False
Ued4902c1,S877fbab179,1,2026-09-05T19:21:15,kiosk,text,business,Where can I eat before my flight?,restaurant,restaurant,0.71,False,True,1325,688,5,False
Ued4902c1,S877fbab179,2,2026-09-05T19:21:34,kiosk,text,business,How do I connect to the airport Wi-Fi?,wifi,wifi,0.657,False,True,756,425,4,False
Ued4902c1,S877fbab179,3,2026-09-05T19:22:29,kiosk,text,business,What time does flight LH123 depart?,flight_status,flight_status,0.872,False,True,816,434,4,False
Ued4902c1,S877fbab179,4,2026-09-05T19:23:33,kiosk,text,business,"I need special assistance, I use a wheelchair.",special_assistance,medical_assistance,0.483,False,False,791,317,2,False
Ued4902c1,S877fbab179,5,2026-09-05T19:24:41,kiosk,text,business,as I said How do I connect to the airport Wi-Fi? ugh,wifi,wifi,0.793,False,True,473,273,4,True
Ued4902c1,S877fbab179,6,2026-09-05T19:25:14,kiosk,text,business,Is there somewhere to charge my laptop? this is useless,charging_station,charging_station,0.787,False,True,710,301,4,True
Uc6fc6b7d,S0b5db53a25,0,2026-08-29T18:11:00,web,text,transit,"I lost my bag, where is lost and found?",lost_and_found,lost_and_found,0.822,False,True,876,402,4,False
Uc6fc6b7d,S0b5db53a25,1,2026-08-29T18:11:41,web,text,transit,Where is the airport police station?,police_desk,police_desk,0.655,False,True,729,302,5,False
Uc6fc6b7d,Sc36ebccd41,0,2026-09-05T09:22:00,mobile_app,image,transit,Where do I go through passport control?,immigration,immigration,0.592,False,True,1224,487,4,False
Uc6fc6b7d,Sc36ebccd41,1,2026-09-05T09:23:28,mobile_app,text,transit,"I need to check in for my flight, where do I go?",check_in,check_in,0.822,False,True,474,229,4,False
Uc6fc6b7d,Sc36ebccd41,2,2026-09-05T09:24:21,mobile_app,text,transit,Where is the transfer desk for connecting passengers?,transfer_desk,fallback,0.442,True,False,748,432,1,False
Uc6fc6b7d,Sc36ebccd41,3,2026-09-05T09:24:42,mobile_app,text,transit,Where is the customs declaration desk?,customs,customs,0.925,False,True,427,163,5,False
Uc6fc6b7d,S470e61951a,0,2026-08-30T09:52:00,mobile_app,image,transit,Where do I go through passport control?,immigration,fallback,0.195,True,False,1639,664,2,False
Uc6fc6b7d,S470e61951a,1,2026-08-30T09:52:26,mobile_app,text,transit,Where is the nearest restroom?,restroom,restroom,0.86,False,True,745,264,4,False
Uc6fc6b7d,S470e61951a,2,2026-08-30T09:53:35,mobile_app,text,transit,Where can I take a shower?,shower_facility,shower_facility,0.986,False,True,1085,461,5,False
Ub7a42ae7,S6fd14810f0,0,2026-09-03T11:37:00,mobile_app,text,leisure,Can I smoke inside the terminal?,smoking_area,smoking_area,0.789,False,True,831,394,4,False
Ub7a42ae7,S6fd14810f0,1,2026-09-03T11:38:26,mobile_app,voice,leisure,Where can I exchange money?,currency_exchange,currency_exchange,0.818,False,True,1349,530,4,False
Ub7a42ae7,S6fd14810f0,2,2026-09-03T11:39:42,mobile_app,voice,leisure,Where can I find an ATM?,atm,atm,0.99,False,True,1140,671,4,False
Ub7a42ae7,S54be205079,0,2026-08-31T18:13:00,mobile_app,text,leisure,Where is the nearest information desk?,information_desk,information_desk,0.827,False,True,542,287,4,False
Ub7a42ae7,S54be205079,1,2026-08-31T18:13:18,mobile_app,text,leisure,Can I buy perfume after security?,duty_free,duty_free,0.896,False,True,841,379,4,False
U779159a9,S5cf8096674,0,2026-09-02T02:23:00,kiosk,text,transit,"I lost my bag, where is lost and found?",lost_and_found,lost_and_found,0.99,False,True,480,285,5,False
U779159a9,S5cf8096674,1,2026-09-02T02:23:29,kiosk,image,transit,Which bus goes to the city centre?,bus_stop,wifi,0.695,False,False,1997,989,2,False
U779159a9,S5cf8096674,2,2026-09-02T02:24:11,kiosk,image,transit,Where can I take a shower?,shower_facility,restroom,0.967,False,False,1688,642,3,False
U779159a9,S5cf8096674,3,2026-09-02T02:25:21,kiosk,text,transit,"I've lost my child, who do I contact?",lost_child,lost_child,0.586,False,True,828,414,5,False
U779159a9,S5cf8096674,4,2026-09-02T02:26:10,kiosk,text,transit,Where is the check in desk for international flights?,check_in,check_in,0.833,False,True,490,228,5,False
U779159a9,S5cf8096674,5,2026-09-02T02:26:55,kiosk,text,transit,Where is security control?,security,security,0.812,False,True,1012,585,5,False
U1bcf19e3,Sf06691453e,0,2026-09-01T19:02:00,web,text,business,Where is the baggage drop counter?,baggage_drop,baggage_drop,0.885,False,True,584,315,4,False
U1bcf19e3,Sf06691453e,1,2026-09-01T19:03:20,web,text,business,How long is the security line right now?,security,security,0.93,False,True,947,424,4,False
U1bcf19e3,Sf06691453e,2,2026-09-01T19:04:31,web,text,business,Where do I check in oversized luggage?,oversized_baggage,baggage_drop,0.459,False,False,430,237,3,False
U1bcf19e3,Sf06691453e,3,2026-09-01T19:05:53,web,image,business,How do I get to baggage claim?,baggage_claim,baggage_claim,0.863,False,True,1920,699,5,False
U290468f2,S8cb298dc7e,0,2026-09-05T07:55:00,web,text,business,Where do I pick up my luggage?,baggage_claim,baggage_claim,0.922,False,True,920,482,4,False
U290468f2,S8cb298dc7e,1,2026-09-05T07:56:23,web,text,business,Where do I pick up my luggage?,baggage_claim,baggage_claim,0.724,False,True,644,306,4,False
U290468f2,S8cb298dc7e,2,2026-09-05T07:57:14,web,text,business,Is there somewhere to charge my laptop?,charging_station,wifi,0.723,False,False,714,352,3,False
U2a37486d,S116a890571,0,2026-09-05T23:06:00,mobile_app,text,transit,Where can I relax before my flight in terminal 2?,lounge,lounge,0.768,False,True,618,340,4,False
U2a37486d,S116a890571,1,2026-09-05T23:07:03,mobile_app,text,transit,Where can I take a shower?,shower_facility,shower_facility,0.742,False,True,842,333,4,False
U2a37486d,S0839b5afaa,0,2026-09-05T19:17:00,in_terminal_wifi,text,transit,Where do I get picked up by Uber?,uber_pickup,uber_pickup,0.665,False,True,495,191,4,False
U2a37486d,S0839b5afaa,1,2026-09-05T19:17:46,in_terminal_wifi,text,transit,Where is the transfer desk for connecting passengers?,transfer_desk,transfer_desk,0.601,False,True,859,362,4,False
U10e0e836,S7470d747cc,0,2026-08-26T09:12:00,mobile_app,text,leisure,Where is the duty-free shop?,duty_free,shopping,0.857,False,False,877,483,3,False
U10e0e836,S7470d747cc,1,2026-08-26T09:13:18,mobile_app,image,leisure,Where is the check in desk for international flights?,check_in,check_in,0.915,False,True,1222,719,5,False
U10e0e836,S7470d747cc,2,2026-08-26T09:14:12,mobile_app,image,leisure,Is there a restaurant open now near gate B12?,restaurant,restaurant,0.822,False,True,923,350,4,False
